data,descricao,entrada,saida,id_cliente,data_vencimento,data_pagamento,valor_fatura
2023-01-07,Produto B,786.4471269554239,0.0,C403,2023-02-06,2023-02-04,786.4471269554239
2023-01-07,Produto B,1552.0509930439275,0.0,C289,2023-02-06,2023-02-04,1552.0509930439275
2023-01-07,Consultoria,670.5347291451965,0.0,C491,2023-02-06,2023-02-18,670.5347291451965
2023-01-07,Produto A,1536.5297469533566,0.0,C151,2023-02-06,2023-02-03,1536.5297469533566
2023-01-08,Assinatura Anual,1790.5796886407943,0.0,C011,2023-02-07,2023-02-17,1790.5796886407943
2023-01-08,Assinatura Anual,1324.6079760030532,0.0,C145,2023-02-07,2023-02-18,1324.6079760030532
2023-01-08,Produto C,626.1751961015208,0.0,C213,2023-02-07,2023-02-22,626.1751961015208
2023-01-08,Produto C,679.1057202494806,0.0,C472,2023-02-07,2023-02-05,679.1057202494806
2023-01-08,Assinatura Trimestral,679.2898517514349,0.0,C400,2023-02-07,2023-02-22,679.2898517514349
2023-01-09,Produto A,1241.0784331478987,0.0,C220,2023-02-08,2023-02-08,1241.0784331478987
2023-01-09,Assinatura Trimestral,909.8797959702102,0.0,C396,2023-02-08,2023-02-04,909.8797959702102
2023-01-09,Pagamento Impostos,0.0,697.6202734851795,MKT,2023-01-09,2023-01-14,697.6202734851795
2023-01-10,Suporte,1680.2675035750508,0.0,C471,2023-02-09,2023-02-24,1680.2675035750508
2023-01-10,Produto C,1519.6699619765955,0.0,C289,2023-02-09,2023-02-24,1519.6699619765955
2023-01-10,Produto C,1242.6970821504813,0.0,C261,2023-02-09,2023-02-16,1242.6970821504813
2023-01-10,Assinatura Trimestral,984.1266308407834,0.0,C198,2023-02-09,2023-02-11,984.1266308407834
2023-01-10,Produto C,1628.3193092158374,0.0,C042,2023-02-09,2023-02-22,1628.3193092158374
2023-01-11,Produto C,1015.442681134894,0.0,C394,2023-02-10,2023-02-23,1015.442681134894
2023-01-11,Produto B,1314.504207918795,0.0,C466,2023-02-10,2023-02-06,1314.504207918795
2023-01-11,Compra Equipamentos,0.0,1176.5627026028858,ADM,2023-01-11,2023-01-14,1176.5627026028858
2023-01-11,Consultoria,1149.32175632484,0.0,C184,2023-02-10,2023-02-15,1149.32175632484
2023-01-11,Produto D,1132.0899408979124,0.0,C198,2023-02-10,2023-02-17,1132.0899408979124
2023-01-11,Produto A,834.4323309838674,0.0,C405,2023-02-10,2023-02-12,834.4323309838674
2023-01-11,Consultoria,1572.0758464555765,0.0,C262,2023-02-10,2023-02-21,1572.0758464555765
2023-01-11,Consultoria,931.213349402756,0.0,C049,2023-02-10,2023-02-08,931.213349402756
2023-01-11,Produto A,1216.3657821371914,0.0,C237,2023-02-10,2023-02-10,1216.3657821371914
2023-01-11,Pagamento Impostos,0.0,496.7854447061108,ADM,2023-01-11,2023-01-14,496.7854447061108
2023-01-12,Suporte,1648.5636226793738,0.0,C249,2023-02-11,2023-02-23,1648.5636226793738
2023-01-12,Produto A,809.9235223913844,0.0,C257,2023-02-11,2023-02-09,809.9235223913844
2023-01-12,Despesa Patrocínios,0.0,770.5414002000974,F001,2023-01-12,2023-01-17,770.5414002000974
2023-01-12,Assinatura Anual,1520.5892336795725,0.0,C231,2023-02-11,2023-02-11,1520.5892336795725
2023-01-12,Suporte,908.5672332031587,0.0,C055,2023-02-11,2023-02-16,908.5672332031587
2023-01-12,Compra Matéria-prima,0.0,827.1335597978364,F001,2023-01-12,2023-01-14,827.1335597978364
2023-01-12,Aluguel,0.0,1186.6076571820076,FIN,2023-01-12,2023-01-17,1186.6076571820076
2023-01-13,Produto A,1148.899080379518,0.0,C208,2023-02-12,2023-02-07,1148.899080379518
2023-01-13,Assinatura Trimestral,1374.3489911973043,0.0,C474,2023-02-12,2023-02-14,1374.3489911973043
2023-01-13,Assinatura Trimestral,1032.620887732443,0.0,C245,2023-02-12,2023-02-07,1032.620887732443
2023-01-13,Assinatura Anual,1731.9645141582407,0.0,C313,2023-02-12,2023-02-23,1731.9645141582407
2023-01-13,Assinatura Trimestral,967.4460474955243,0.0,C038,2023-02-12,2023-02-17,967.4460474955243
2023-01-13,Consultoria,685.1385810980952,0.0,C147,2023-02-12,2023-02-07,685.1385810980952
2023-01-13,Consultoria,1706.8409110718358,0.0,C393,2023-02-12,2023-02-08,1706.8409110718358
2023-01-13,Suporte,1084.253200899616,0.0,C081,2023-02-12,2023-02-15,1084.253200899616
2023-01-14,Produto B,690.9928254663906,0.0,C132,2023-02-13,2023-02-23,690.9928254663906
2023-01-14,Assinatura Trimestral,998.5959488317395,0.0,C159,2023-02-13,2023-02-14,998.5959488317395
2023-01-14,Consultoria,1117.0996938845483,0.0,C465,2023-02-13,2023-02-17,1117.0996938845483
2023-01-14,Compra Equipamentos,0.0,561.2686768914122,G006,2023-01-14,2023-01-19,561.2686768914122
2023-01-14,Marketing,0.0,842.3357836887475,FIN,2023-01-14,2023-01-19,842.3357836887475
2023-01-15,Produto A,873.0718155014525,0.0,C306,2023-02-14,2023-02-16,873.0718155014525
2023-01-15,Produto A,1586.0880903975421,0.0,C097,2023-02-14,2023-03-01,1586.0880903975421
2023-01-15,Produto B,1085.7570211090008,0.0,C334,2023-02-14,2023-02-26,1085.7570211090008
2023-01-15,Compra Equipamentos,0.0,636.080896352475,G006,2023-01-15,2023-01-17,636.080896352475
2023-01-15,Assinatura Trimestral,856.9073965656556,0.0,C422,2023-02-14,2023-02-10,856.9073965656556
2023-01-15,Produto A,1676.405604944284,0.0,C282,2023-02-14,2023-02-19,1676.405604944284
2023-01-16,Produto D,1050.9957108762383,0.0,C447,2023-02-15,2023-02-20,1050.9957108762383
2023-01-16,Suporte,622.2373613141923,0.0,C029,2023-02-15,2023-02-18,622.2373613141923
2023-01-16,Produto A,1199.411148356725,0.0,C323,2023-02-15,2023-02-15,1199.411148356725
2023-01-16,Produto D,1019.2941443464082,0.0,C184,2023-02-15,2023-02-15,1019.2941443464082
2023-01-16,Assinatura Trimestral,1027.5148543348866,0.0,C449,2023-02-15,2023-02-26,1027.5148543348866
2023-01-17,Aluguel,0.0,1004.3383907867781,G006,2023-01-17,2023-01-22,1004.3383907867781
2023-01-17,Suporte,997.9569428205656,0.0,C394,2023-02-16,2023-02-26,997.9569428205656
2023-01-17,Marketing,0.0,474.9193290027247,G006,2023-01-17,2023-01-19,474.9193290027247
2023-01-17,Suporte,1333.305761512308,0.0,C048,2023-02-16,2023-02-16,1333.305761512308
2023-01-18,Aluguel,0.0,1185.684180796792,F001,2023-01-18,2023-01-23,1185.684180796792
2023-01-18,Consultoria,831.9538227254475,0.0,C400,2023-02-17,2023-02-17,831.9538227254475
2023-01-18,Produto D,741.6798931985089,0.0,C200,2023-02-17,2023-02-13,741.6798931985089
2023-01-18,Produto D,1588.4515916563648,0.0,C412,2023-02-17,2023-02-27,1588.4515916563648
2023-01-18,Compra Equipamentos,0.0,710.3511494039141,ADM,2023-01-18,2023-01-19,710.3511494039141
2023-01-18,Assinatura Anual,1717.3166939728414,0.0,C471,2023-02-17,2023-02-20,1717.3166939728414
2023-01-18,Produto A,880.2684884406976,0.0,C028,2023-02-17,2023-02-12,880.2684884406976
2023-01-19,Compra Matéria-prima,0.0,1296.883555152327,S008,2023-01-19,2023-01-20,1296.883555152327
2023-01-19,Assinatura Trimestral,839.7632534475853,0.0,C382,2023-02-18,2023-02-17,839.7632534475853
2023-01-19,Assinatura Trimestral,731.5815306399048,0.0,C386,2023-02-18,2023-02-23,731.5815306399048
2023-01-19,Produto C,1146.0165570125032,0.0,C035,2023-02-18,2023-02-25,1146.0165570125032
2023-01-19,Assinatura Anual,941.5933883252934,0.0,C144,2023-02-18,2023-02-28,941.5933883252934
2023-01-19,Pagamento Seguros,0.0,945.9530410113363,ADM,2023-01-19,2023-01-23,945.9530410113363
2023-01-19,Produto A,1697.341779478413,0.0,C272,2023-02-18,2023-03-02,1697.341779478413
2023-01-20,Compra Matéria-prima,0.0,505.86312872747345,ADM,2023-01-20,2023-01-22,505.86312872747345
2023-01-20,Suporte,1609.5112133466682,0.0,C443,2023-02-19,2023-03-05,1609.5112133466682
2023-01-20,Produto C,1339.420164100366,0.0,C046,2023-02-19,2023-02-15,1339.420164100366
2023-01-20,Produto A,1258.1848310136747,0.0,C194,2023-02-19,2023-02-21,1258.1848310136747
2023-01-20,Assinatura Trimestral,1574.1829076409267,0.0,C467,2023-02-19,2023-02-28,1574.1829076409267
2023-01-20,Assinatura Anual,666.2149977071097,0.0,C070,2023-02-19,2023-03-06,666.2149977071097
2023-01-20,Assinatura Trimestral,1720.1988385161997,0.0,C175,2023-02-19,2023-03-02,1720.1988385161997
2023-01-20,Produto C,993.5681109245987,0.0,C257,2023-02-19,2023-02-26,993.5681109245987
2023-01-21,Compra Matéria-prima,0.0,817.8184731181884,MKT,2023-01-21,2023-01-25,817.8184731181884
2023-01-21,Produto A,1245.689069937204,0.0,C371,2023-02-20,2023-02-23,1245.689069937204
2023-01-21,Assinatura Anual,1553.8446129285012,0.0,C207,2023-02-20,2023-03-03,1553.8446129285012
2023-01-21,Compra Equipamentos,0.0,849.910991109943,G006,2023-01-21,2023-01-23,849.910991109943
2023-01-22,Produto D,972.1265124577674,0.0,C223,2023-02-21,2023-02-23,972.1265124577674
2023-01-22,Suporte,1664.8349273926744,0.0,C163,2023-02-21,2023-03-06,1664.8349273926744
2023-01-22,Salários,0.0,1250.823681655106,S008,2023-01-22,2023-01-23,1250.823681655106
2023-01-22,Produto A,675.5482043792946,0.0,C066,2023-02-21,2023-02-22,675.5482043792946
2023-01-23,Produto D,1167.8860948238512,0.0,C248,2023-02-22,2023-02-21,1167.8860948238512
2023-01-23,Compra Equipamentos,0.0,720.4958630385817,G006,2023-01-23,2023-01-25,720.4958630385817
2023-01-23,Consultoria,980.4490313003126,0.0,C438,2023-02-22,2023-03-08,980.4490313003126
2023-01-23,Assinatura Anual,1526.1723320211415,0.0,C306,2023-02-22,2023-02-21,1526.1723320211415
2023-01-23,Salários,0.0,977.1819089005305,MKT,2023-01-23,2023-01-27,977.1819089005305
2023-01-23,Assinatura Trimestral,1651.145057785775,0.0,C184,2023-02-22,2023-03-01,1651.145057785775
2023-01-24,Produto A,794.1031107807125,0.0,C416,2023-02-23,2023-03-05,794.1031107807125
2023-01-24,Compra Matéria-prima,0.0,674.3798276736699,F001,2023-01-24,2023-01-26,674.3798276736699
2023-01-24,Assinatura Trimestral,954.5897208812311,0.0,C423,2023-02-23,2023-03-06,954.5897208812311
2023-01-24,Produto A,1151.2895274355158,0.0,C196,2023-02-23,2023-02-27,1151.2895274355158
2023-01-24,Consultoria,1692.8002991959188,0.0,C418,2023-02-23,2023-03-07,1692.8002991959188
2023-01-24,Assinatura Anual,687.061263291623,0.0,C439,2023-02-23,2023-02-20,687.061263291623
2023-01-24,Consultoria,660.9863557721595,0.0,C387,2023-02-23,2023-03-07,660.9863557721595
2023-01-24,Produto D,1268.0413532380464,0.0,C325,2023-02-23,2023-03-01,1268.0413532380464
2023-01-24,Pagamento Impostos,0.0,606.8266977346723,ADM,2023-01-24,2023-01-27,606.8266977346723
2023-01-25,Assinatura Anual,1433.9099867287782,0.0,C091,2023-02-24,2023-02-25,1433.9099867287782
2023-01-25,Assinatura Anual,1406.279709206425,0.0,C216,2023-02-24,2023-02-26,1406.279709206425
2023-01-25,Consultoria,1258.132435449161,0.0,C060,2023-02-24,2023-02-24,1258.132435449161
2023-01-25,Produto C,1331.568917176903,0.0,C107,2023-02-24,2023-03-07,1331.568917176903
2023-01-25,Produto C,1798.7818961899384,0.0,C369,2023-02-24,2023-02-28,1798.7818961899384
2023-01-25,Produto A,1012.3202858214391,0.0,C340,2023-02-24,2023-03-06,1012.3202858214391
2023-01-25,Assinatura Anual,1633.1452445224509,0.0,C496,2023-02-24,2023-03-10,1633.1452445224509
2023-01-25,Consultoria,1631.28397359408,0.0,C276,2023-02-24,2023-03-07,1631.28397359408
2023-01-25,Pagamento Impostos,0.0,479.78026391615896,G006,2023-01-25,2023-01-26,479.78026391615896
2023-01-26,Consultoria,1850.8678440447231,0.0,C156,2023-02-25,2023-02-24,1850.8678440447231
2023-01-26,Suporte,1582.020382035761,0.0,C401,2023-02-25,2023-03-05,1582.020382035761
2023-01-26,Assinatura Anual,767.2410433533487,0.0,C039,2023-02-25,2023-03-07,767.2410433533487
2023-01-26,Salários,0.0,595.3951055270783,F001,2023-01-26,2023-01-30,595.3951055270783
2023-01-26,Produto C,1172.7472751887876,0.0,C058,2023-02-25,2023-03-02,1172.7472751887876
2023-01-26,Assinatura Anual,1467.237183613169,0.0,C469,2023-02-25,2023-02-23,1467.237183613169
2023-01-26,Compra Equipamentos,0.0,601.5897637494584,S008,2023-01-26,2023-01-27,601.5897637494584
2023-01-26,Produto A,1378.365090887686,0.0,C413,2023-02-25,2023-03-05,1378.365090887686
2023-01-26,Assinatura Trimestral,1012.7536633948881,0.0,C490,2023-02-25,2023-02-23,1012.7536633948881
2023-01-26,Consultoria,1172.9583424859052,0.0,C368,2023-02-25,2023-02-20,1172.9583424859052
2023-01-27,Consultoria,1351.0752532114316,0.0,C190,2023-02-26,2023-03-13,1351.0752532114316
2023-01-27,Produto D,881.7793361158261,0.0,C171,2023-02-26,2023-03-06,881.7793361158261
2023-01-27,Assinatura Anual,1274.454113611806,0.0,C360,2023-02-26,2023-03-02,1274.454113611806
2023-01-27,Produto A,1234.8037335868628,0.0,C230,2023-02-26,2023-02-26,1234.8037335868628
2023-01-28,Suporte,928.9188396735116,0.0,C086,2023-02-27,2023-03-06,928.9188396735116
2023-01-28,Consultoria,1119.8534024467544,0.0,C190,2023-02-27,2023-02-28,1119.8534024467544
2023-01-28,Produto A,1681.9509998661576,0.0,C176,2023-02-27,2023-03-12,1681.9509998661576
2023-01-29,Assinatura Trimestral,1675.847206280393,0.0,C166,2023-02-28,2023-03-12,1675.847206280393
2023-01-29,Assinatura Trimestral,698.9191910558735,0.0,C212,2023-02-28,2023-02-25,698.9191910558735
2023-01-29,Produto A,1352.8871033714875,0.0,C275,2023-02-28,2023-02-26,1352.8871033714875
2023-01-29,Produto D,1159.1080741097176,0.0,C154,2023-02-28,2023-03-02,1159.1080741097176
2023-01-30,Consultoria,1484.3162197258082,0.0,C341,2023-03-01,2023-02-26,1484.3162197258082
2023-01-30,Assinatura Anual,1395.414062959317,0.0,C043,2023-03-01,2023-03-04,1395.414062959317
2023-01-30,Produto D,1338.9732747594528,0.0,C313,2023-03-01,2023-03-14,1338.9732747594528
2023-01-30,Consultoria,1487.6563247977508,0.0,C485,2023-03-01,2023-03-06,1487.6563247977508
2023-01-30,Suporte,635.1332812068651,0.0,C046,2023-03-01,2023-03-16,635.1332812068651
2023-01-30,Consultoria,1810.5858225625252,0.0,C203,2023-03-01,2023-03-15,1810.5858225625252
2023-01-30,Pagamento Impostos,0.0,568.2630076624637,ADM,2023-01-30,2023-01-31,568.2630076624637
2023-01-30,Produto D,1442.109948400781,0.0,C015,2023-03-01,2023-03-02,1442.109948400781
2023-01-31,Produto B,1051.683767622306,0.0,C421,2023-03-02,2023-03-12,1051.683767622306
2023-01-31,Produto C,999.7165321447309,0.0,C362,2023-03-02,2023-03-05,999.7165321447309
2023-01-31,Compra Equipamentos,0.0,820.7313275236969,F001,2023-01-31,2023-02-03,820.7313275236969
2023-01-31,Assinatura Trimestral,795.4090289865135,0.0,C153,2023-03-02,2023-03-15,795.4090289865135
2023-01-31,Salários,0.0,812.126806790088,F001,2023-01-31,2023-02-05,812.126806790088
2023-01-31,Assinatura Anual,1288.3237164832076,0.0,C296,2023-03-02,2023-02-25,1288.3237164832076
2023-01-31,Pagamento Seguros,0.0,1010.0629213098333,MKT,2023-01-31,2023-02-04,1010.0629213098333
2023-01-31,Consultoria,814.9775987178648,0.0,C433,2023-03-02,2023-02-26,814.9775987178648
2023-02-01,Produto C,2212.147693644148,0.0,C415,2023-03-03,2023-03-14,2212.147693644148
2023-02-01,Pagamento Seguros,0.0,676.7158655231648,ADM,2023-02-01,2023-02-01,676.7158655231648
2023-02-01,Salários,0.0,860.2561599867879,FIN,2023-02-01,2023-02-01,860.2561599867879
2023-02-02,Assinatura Trimestral,1749.2182543446738,0.0,C117,2023-03-04,2023-03-14,1749.2182543446738
2023-02-02,Assinatura Trimestral,1537.3789215024365,0.0,C118,2023-03-04,2023-03-03,1537.3789215024365
2023-02-02,Produto B,1581.3426717392588,0.0,C256,2023-03-04,2023-03-13,1581.3426717392588
2023-02-02,Produto B,2113.1163151987716,0.0,C380,2023-03-04,2023-03-14,2113.1163151987716
2023-02-02,Produto B,1868.3674041881402,0.0,C197,2023-03-04,2023-03-10,1868.3674041881402
2023-02-03,Produto A,1142.7532136086938,0.0,C024,2023-03-05,2023-03-15,1142.7532136086938
2023-02-03,Suporte,1248.6235411571427,0.0,C203,2023-03-05,2023-03-03,1248.6235411571427
2023-02-03,Consultoria,1897.4948846711231,0.0,C390,2023-03-05,2023-03-07,1897.4948846711231
2023-02-03,Pagamento Impostos,0.0,1227.8547571437487,F001,2023-02-03,2023-02-05,1227.8547571437487
2023-02-03,Produto C,1821.7399444554273,0.0,C161,2023-03-05,2023-03-05,1821.7399444554273
2023-02-03,Assinatura Anual,2057.2389748161972,0.0,C050,2023-03-05,2023-03-13,2057.2389748161972
2023-02-03,Despesa Patrocínios,0.0,1165.6607151692558,S008,2023-02-03,2023-02-08,1165.6607151692558
2023-02-04,Compra Equipamentos,0.0,1469.6099107967732,G006,2023-02-04,2023-02-09,1469.6099107967732
2023-02-04,Pagamento Impostos,0.0,943.6169925354261,ADM,2023-02-04,2023-02-04,943.6169925354261
2023-02-04,Pagamento Impostos,0.0,1459.7275603079354,S008,2023-02-04,2023-02-09,1459.7275603079354
2023-02-05,Pagamento Seguros,0.0,1556.0185163392339,MKT,2023-02-05,2023-02-07,1556.0185163392339
2023-02-05,Compra Equipamentos,0.0,1365.0211538541416,ADM,2023-02-05,2023-02-10,1365.0211538541416
2023-02-05,Produto A,881.7585343110101,0.0,C422,2023-03-07,2023-03-18,881.7585343110101
2023-02-06,Suporte,1003.9096776562075,0.0,C369,2023-03-08,2023-03-16,1003.9096776562075
2023-02-06,Assinatura Trimestral,1946.6431388316073,0.0,C014,2023-03-08,2023-03-05,1946.6431388316073
2023-02-06,Suporte,1978.060674235559,0.0,C014,2023-03-08,2023-03-23,1978.060674235559
2023-02-07,Produto A,1850.4666207026225,0.0,C453,2023-03-09,2023-03-24,1850.4666207026225
2023-02-07,Produto D,1477.9059127229784,0.0,C250,2023-03-09,2023-03-19,1477.9059127229784
2023-02-07,Salários,0.0,1007.2334592725324,FIN,2023-02-07,2023-02-12,1007.2334592725324
2023-02-07,Consultoria,1336.5018886324347,0.0,C483,2023-03-09,2023-03-24,1336.5018886324347
2023-02-07,Produto B,2313.1626248131224,0.0,C460,2023-03-09,2023-03-19,2313.1626248131224
2023-02-07,Assinatura Trimestral,2051.173806929952,0.0,C290,2023-03-09,2023-03-20,2051.173806929952
2023-02-08,Suporte,2275.40523968583,0.0,C242,2023-03-10,2023-03-19,2275.40523968583
2023-02-08,Pagamento Seguros,0.0,1662.7072044964373,FIN,2023-02-08,2023-02-10,1662.7072044964373
2023-02-08,Produto A,2009.105617618557,0.0,C025,2023-03-10,2023-03-17,2009.105617618557
2023-02-08,Assinatura Anual,1483.9986476525492,0.0,C071,2023-03-10,2023-03-23,1483.9986476525492
2023-02-09,Salários,0.0,985.0690601848363,F001,2023-02-09,2023-02-11,985.0690601848363
2023-02-09,Pagamento Seguros,0.0,1283.0134434230624,F001,2023-02-09,2023-02-12,1283.0134434230624
2023-02-09,Assinatura Anual,925.3800495527281,0.0,C295,2023-03-11,2023-03-13,925.3800495527281
2023-02-09,Produto A,2218.4207327728213,0.0,C199,2023-03-11,2023-03-12,2218.4207327728213
2023-02-09,Suporte,1387.0862354702836,0.0,C118,2023-03-11,2023-03-06,1387.0862354702836
2023-02-09,Assinatura Trimestral,1133.7314157674434,0.0,C359,2023-03-11,2023-03-06,1133.7314157674434
2023-02-09,Produto A,1162.9392112209885,0.0,C093,2023-03-11,2023-03-19,1162.9392112209885
2023-02-09,Produto C,1186.825270717323,0.0,C009,2023-03-11,2023-03-20,1186.825270717323
2023-02-09,Produto D,1063.4088530446181,0.0,C290,2023-03-11,2023-03-18,1063.4088530446181
2023-02-09,Assinatura Anual,2326.6283371403324,0.0,C161,2023-03-11,2023-03-22,2326.6283371403324
2023-02-10,Produto C,2334.320703253072,0.0,C029,2023-03-12,2023-03-26,2334.320703253072
2023-02-10,Assinatura Anual,1370.713657466076,0.0,C269,2023-03-12,2023-03-23,1370.713657466076
2023-02-10,Compra Matéria-prima,0.0,685.0243096343214,S008,2023-02-10,2023-02-12,685.0243096343214
2023-02-10,Suporte,959.2243569519519,0.0,C344,2023-03-12,2023-03-19,959.2243569519519
2023-02-10,Compra Equipamentos,0.0,1022.3188685866803,F001,2023-02-10,2023-02-14,1022.3188685866803
2023-02-10,Suporte,2344.4788718396503,0.0,C430,2023-03-12,2023-03-26,2344.4788718396503
2023-02-10,Aluguel,0.0,1618.486918695811,F001,2023-02-10,2023-02-14,1618.486918695811
2023-02-10,Suporte,1930.3868567700085,0.0,C437,2023-03-12,2023-03-07,1930.3868567700085
2023-02-10,Assinatura Trimestral,2038.9758394899538,0.0,C190,2023-03-12,2023-03-07,2038.9758394899538
2023-02-11,Produto A,1666.6502453773617,0.0,C473,2023-03-13,2023-03-11,1666.6502453773617
2023-02-11,Consultoria,1575.5577450550109,0.0,C093,2023-03-13,2023-03-16,1575.5577450550109
2023-02-11,Consultoria,828.5404938954674,0.0,C326,2023-03-13,2023-03-19,828.5404938954674
2023-02-12,Assinatura Anual,1652.3132420036118,0.0,C277,2023-03-14,2023-03-15,1652.3132420036118
2023-02-12,Compra Matéria-prima,0.0,862.1718935981174,G006,2023-02-12,2023-02-14,862.1718935981174
2023-02-12,Produto A,2143.813095532234,0.0,C477,2023-03-14,2023-03-19,2143.813095532234
2023-02-12,Assinatura Anual,1243.0732057823382,0.0,C402,2023-03-14,2023-03-23,1243.0732057823382
2023-02-12,Produto A,1207.1507331735206,0.0,C421,2023-03-14,2023-03-27,1207.1507331735206
2023-02-12,Assinatura Anual,1537.1758383338456,0.0,C466,2023-03-14,2023-03-18,1537.1758383338456
2023-02-12,Pagamento Seguros,0.0,1039.3654895921666,S008,2023-02-12,2023-02-13,1039.3654895921666
2023-02-13,Assinatura Anual,807.4211060970973,0.0,C166,2023-03-15,2023-03-10,807.4211060970973
2023-02-13,Marketing,0.0,1126.482000694193,F001,2023-02-13,2023-02-15,1126.482000694193
